id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
17475,Attic Sagrada Familia,65623,Luca,Eixample,la Dreta de l'Eixample,41.39939,2.17044,Entire home/apt,165,3,29,2024-03-01,0.17,1,7,12,
18674,Huge flat for 8 people close to Sagrada Familia,71615,Mireia  Maria,Eixample,la Sagrada Família,41.40556,2.17262,Entire home/apt,210,1,40,2023-11-07,0.30,28,252,6,HUTB-002062
23197,"Forum CCIB DeLuxe, Spacious, Large Balcony, relax",90417,Etain (Marnie),Sant Martí,el Besòs i el Maresme,41.41243172529066,2.219750335269476,Entire home/apt,240,3,74,2023-11-25,0.47,1,250,8,HUTB005057
97529,Furnished one bedroom apartment with bathroom,497450,Francesc,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.408790588378906,2.1660659313201904,Entire home/apt,,120,67,2022-10-31,0.45,1,0,0,
32711,Sagrada Familia area - Còrsega 1,135703,Nick,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40566,2.17015,Entire home/apt,129,1,112,2024-02-22,0.73,3,248,22,HUTB-001722
110041,002. Alió 2 Apartment,396363,Alcam Apartments,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40271,2.16646,Entire home/apt,94,1,54,2024-03-03,0.38,95,226,18,HUTB-003671
34241,Stylish Top Floor Apartment - Ramblas Plaza Real,73163,Andres,Ciutat Vella,el Barri Gòtic,41.38062,2.17517,Entire home/apt,186,5,10,2024-02-21,0.06,3,47,2,Exempt
34981,VIDRE HOME PLAZA REAL on LAS RAMBLAS,73163,Andres,Ciutat Vella,el Barri Gòtic,41.37978,2.17623,Entire home/apt,262,5,222,2024-02-24,1.35,3,208,26,HUTB-150671
36763,In front of the beach,158596,Ester,Ciutat Vella,la Barceloneta,41.38043,2.19094,Private room,35,31,109,2023-12-13,0.72,1,198,5,
112538,✨Design Apt near Sagrada Familia / Shared terrace✨,567180,Sandra,Eixample,la Sagrada Família,41.40653,2.1746,Entire home/apt,363,2,121,2024-03-17,0.78,19,198,15,HUTB-000333
117010,✨Spacious Flat near Sagrada Familia/Shared terrace,567180,Sandra,Eixample,la Sagrada Família,41.40647,2.17457,Entire home/apt,348,2,50,2023-11-19,0.33,19,166,9,HUTB000331
118228,✨Bright apt views Sagrada Familia / Shared terrace,567180,Sandra,Eixample,la Sagrada Família,41.40653,2.1746,Entire home/apt,373,2,57,2023-10-29,0.37,19,204,13,HUTB-000328
40983,Soho Colonial Eclectic Apartment,177617,Joaquin,Eixample,la Dreta de l'Eixample,41.39631,2.16832,Entire home/apt,113,2,302,2024-03-18,1.94,7,224,43,HUTB-001282
41952,Modern Apartment - Sagrada Familia,183340,Teresa,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40568,2.16943,Entire home/apt,137,3,76,2024-03-03,0.53,3,282,14,HUTB-003549
128463,Private Suite in residential area!!,635253,Sebastian,Sants-Montjuïc,Sants,41.37155,2.13664,Entire home/apt,106,3,412,2024-03-11,2.70,1,238,50,HUTB-012603
135513,APARTAMENTO EN LA RAMBLA DE POBLE NOU Y PLAYA,664196,Teresa,Sant Martí,el Poblenou,41.39787,2.20429,Entire home/apt,150,3,127,2021-09-23,0.84,2,242,0,
46153,"Chic Sant Pere, Great Location, central & chic",329334048,Jake,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38956,2.17759,Entire home/apt,55,31,6,2023-06-16,0.04,1,326,1,Exempt
136661,Beautiful house near beach long term > 31 days,668991,Andreas,Sant Martí,la Vila Olímpica del Poblenou,41.39047,2.19698,Entire home/apt,220,31,4,2015-08-29,0.04,1,93,0,Exempt
136670,"double Room -UPC, ESADE, Barça, Real Club Tennis",610674,Maria,Les Corts,Pedralbes,41.38832,2.12201,Private room,40,32,134,2024-02-29,0.88,3,242,5,
49968,Sagrada Familia area - Còrsega 2,135703,Nick,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.4057,2.17016,Entire home/apt,129,1,98,2024-03-18,0.64,3,242,28,HUTB-001723
138055,🌞Apt best views of Sagrada Familia/Shared terrace,567180,Sandra,Eixample,la Sagrada Família,41.40653,2.1746,Entire home/apt,380,2,120,2024-02-18,0.78,19,191,11,HUTB000329
58512,Stylish & cozy 3BR near Sagrada Familia,280070,Cristina,Sant Martí,el Camp de l'Arpa del Clot,41.41129,2.18193,Entire home/apt,150,30,380,2020-03-02,2.41,1,88,0,HUTB-009592
147275,1 Room INDIVIDUAL in Barcelona,711907,Antuan,Horta-Guinardó,el Guinardó,41.42337,2.1749,Private room,18,31,131,2023-12-01,1.22,1,291,3,Exempt
68547,Spacious 2 bedroom flat special offer 40% OFF,340570,Audun,Ciutat Vella,el Barri Gòtic,41.3806,2.17796,Entire home/apt,130,31,92,2021-08-10,0.59,2,316,0,
154437,Charming room  Diagonal wifi 100 Mb,474355,Annais,Eixample,l'Antiga Esquerra de l'Eixample,41.39202,2.15101,Private room,,31,95,2023-03-13,0.62,1,0,0,Exempt
71520,Charming apartment with fantastic views!,366428,Ariadna,Gràcia,Vallcarca i els Penitents,41.41841,2.13307,Entire home/apt,,5,1,2011-06-23,0.01,1,250,0,HUTB-007966
162091,✨Cosy Apt near Sagrada Familia / Shared terrace✨,567180,Sandra,Eixample,la Sagrada Família,41.4064,2.17449,Entire home/apt,800,2,68,2023-11-12,0.47,19,148,11,HUTB000326
164456,Bedroom+pvt bathroom+pvt living,784341,Paola,Ciutat Vella,el Barri Gòtic,41.3826164,2.173318,Private room,90,6,124,2024-02-27,0.82,1,114,14,Exempt
71553,Best deals for penthouse near Sagrada Familia!,366654,Watermelon Barcelona Apartments,Eixample,la Dreta de l'Eixample,41.39705,2.17469,Entire home/apt,186,3,81,2023-11-10,0.51,3,185,6,HUTB-002424
171646,Sagrada Familia Clot Atico - Wifi/Private/Clean,400154,Mireia,Sant Martí,el Clot,41.40671,2.18592,Entire home/apt,146,3,95,2024-03-12,0.72,9,0,28,HUTB-004663
171816,Sagrada Familia Clot Vista - Wifi/Private/Clean,400154,Mireia,Sant Martí,el Clot,41.40681,2.18553,Entire home/apt,146,3,57,2024-01-06,0.84,9,58,27,HUTB-004664
174382,🌟Central Flat near Sagrada Familia/Shared terrace,567180,Sandra,Eixample,la Sagrada Família,41.40653,2.17455,Entire home/apt,357,2,28,2024-01-01,0.27,19,165,10,HUTB000327
71736,LONG TERM ENTIRE MONTHS MORE THAN 28 NIGHTS,368317,Nacharosa,Ciutat Vella,el Raval,41.38174,2.16663,Entire home/apt,68,28,9,2012-08-20,0.06,7,293,0,
188267,"LAST Minute Promotion ,Balconies  and views, city",366654,Watermelon Barcelona Apartments,Eixample,la Dreta de l'Eixample,41.39258,2.17692,Entire home/apt,333,3,117,2024-02-14,0.77,3,238,16,hutb-005119
72436,Lugaris Beach Business Apartment,375625,Xavier,Sant Martí,el Poblenou,41.39909,2.20733,Entire home/apt,185,1,801,2024-03-05,6.86,6,327,135,HUTB-000173
190348,Apartment with large terrace,919480,Elisa,Les Corts,Pedralbes,41.38893,2.12443,Private room,,7,1,2016-06-09,0.01,1,0,0,
72793,LONG TERM  COLORIST APARTMENT MINIMUN 28 NITGHS,368317,Nacharosa,Ciutat Vella,el Raval,41.38104,2.16565,Entire home/apt,60,28,1,2014-08-27,0.01,7,335,0,
196021,"Large patio, 4 baths (3 en-suite), 19th c, central",953719,Julia,Eixample,l'Antiga Esquerra de l'Eixample,41.38842,2.16108,Entire home/apt,509,2,402,2024-03-10,2.65,2,201,54,HUTB-506707
72794,LONG TERM FANTASTIC APARTMENT MINIMUM 32 NIGHTS,368317,Nacharosa,Ciutat Vella,el Raval,41.38214,2.16568,Entire home/apt,60,28,7,2014-08-23,0.05,7,309,0,
73683,Sagrada Familia area for 12 people,135703,Nick,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40554,2.17017,Entire home/apt,257,2,205,2024-03-02,1.32,3,228,34,HUTB-001723
75003,130. Hércules Pequeño 41,396363,Alcam Apartments,Eixample,la Sagrada Família,41.40399,2.17802,Entire home/apt,94,1,46,2023-12-22,0.29,95,365,16,HUTB-001363
196196,✨Large Apt near Sagrada Familia / Shared terrace✨,567180,Sandra,Eixample,la Sagrada Família,41.4066,2.17459,Entire home/apt,357,2,138,2024-03-19,0.91,19,0,25,HUTB-000325
75411,Sagrada Familia Clot Patio - Wifi/Private/Clean,400154,Mireia,Sant Martí,el Clot,41.40682,2.18649,Entire home/apt,171,3,92,2024-03-11,0.62,9,0,23,HUTB-000083
198958,STUNNING sea view + pool Barcelona!,971768,Akira Flats,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.40805,2.21487,Entire home/apt,371,2,107,2024-02-23,0.74,10,83,23,HUTB-000926
80004,Parc Montjuic HUTB-004026 58,431839,Xavier,Sants-Montjuïc,el Poble Sec,41.37371,2.16706,Entire home/apt,,5,178,2024-03-18,1.14,1,0,20,HUTB-004026
206122,Amazing Loft in BCN Center (B0132),1013855,Alejandro,Gràcia,la Vila de Gràcia,41.39877,2.15887,Entire home/apt,142,4,253,2024-03-16,1.69,2,125,43,HUTB-004315
89756,"bcn-rentals ramblas 9, right in the city centre",488117,David Y Maria,Ciutat Vella,el Raval,41.37861,2.16737,Entire home/apt,370,6,23,2023-06-26,0.17,6,267,2,HUTB-013579
206167,"Bright, comfy, central and with character",1014050,Minerva,Sants-Montjuïc,el Poble Sec,41.3724,2.1648,Entire home/apt,150,3,144,2024-01-03,0.96,1,116,24,HUTB-009804
89776,Modernist aparment in the heart of the city,3556337,Alejandro,Eixample,la Dreta de l'Eixample,41.39224,2.17806,Entire home/apt,148,1,361,2024-03-17,2.40,55,309,27,HUTB-002215
209673,Sweet Apartment in Gràcia district!,1033366,Elena,Gràcia,la Vila de Gràcia,41.398,2.1553,Entire home/apt,84,2,349,2024-03-15,2.56,1,167,30,HUTB-010932
214970,Single Cozy Room in central flat Barcelona,1110014,Janeth,Sants-Montjuïc,el Poble Sec,41.37042,2.16411,Private room,38,7,157,2024-02-25,1.10,1,293,2,
360863,SPECIAL OFFER @ COSY AND CHARMING,1824328,Umberto,Ciutat Vella,la Barceloneta,41.38428,2.19576,Private room,,31,32,2015-10-21,0.22,2,0,0,
223096,"Loft apartment with patio, in Sants",874133,Barbara,Sants-Montjuïc,Sants,41.37364,2.13906,Entire home/apt,,31,61,2023-10-02,0.41,1,0,11,Exempt
363601,stylish flat in barcelona center,1837053,Ayal,Ciutat Vella,el Raval,41.37961,2.17306,Entire home/apt,60,32,25,2018-08-23,0.19,1,210,0,
234375,ATTIC VIEWS  (Sagrada Familia),1227290,Francesca,Eixample,el Fort Pienc,41.39970016479492,2.1748878955841064,Entire home/apt,294,7,94,2024-03-15,1.14,1,296,21,HUTB-003754
238703,☆Comfy central Flat Sagrada Familia/Shared terrace,567180,Sandra,Eixample,la Sagrada Família,41.40653,2.1746,Entire home/apt,379,2,91,2024-03-12,0.77,19,163,8,HUTB000330
364030,Beatiful Terrace in Bcn center  HUTB-OO1094,1839136,Mires,Eixample,Sant Antoni,41.375553476091895,2.1625359295673867,Entire home/apt,149,2,401,2024-03-04,2.74,1,277,55,HUTB-001094
239821,"APARTAMENT BCN MIRALL, in the best neighborhood",1257705,José Luis,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39653,2.1442,Entire home/apt,225,2,51,2024-02-26,0.46,5,123,15,HUTB-005673
365911,"Low-priced,Super Reviewed Apartment",1260560,Ralph,Eixample,la Nova Esquerra de l'Eixample,41.37911,2.15356,Entire home/apt,258,1,136,2024-01-24,0.96,4,339,19,HUTB-004112
370665,"vig2 Right in El Born, old town, happy apartment!",1447144,Acomodis Apartments,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38545,2.18117,Entire home/apt,260,31,2,2023-03-20,0.09,169,365,0,
241614,Bohemian Apartment With A Tune In Ramblas Area,1184485,Nacho,Ciutat Vella,el Barri Gòtic,41.37918,2.17733,Entire home/apt,193,7,37,2024-03-10,0.25,1,0,11,
242335,BARCELONETA A · Barceloneta Beach Apartment SEASON,297885449,ByMonths,Ciutat Vella,la Barceloneta,41.38113,2.18897,Entire home/apt,,60,5,2022-07-31,0.04,22,1,0,Monthly rental only
373667,"mp2 An excellent apartment in El Born, old town",1447144,Acomodis Apartments,Ciutat Vella,el Barri Gòtic,41.38148,2.18123,Entire home/apt,250,1,4,2024-02-29,0.03,169,316,1,
377161,Rustic apartment Parc Guell II,1444707,Jesus,Gràcia,el Coll,41.41892,2.14871,Entire home/apt,121,3,589,2024-03-17,4.06,2,0,68,HUTB - 004404
252232,Nice apartment with POOL BARCELONA,1298586,Kristjan & Ana,Sant Martí,Sant Martí de Provençals,41.41626,2.20149,Entire home/apt,206,2,134,2023-12-04,0.91,6,228,4,HUTB-009465
253030,Double room with private bath and parking,1008598,Dana,Sant Andreu,Navas,41.41508,2.18857,Private room,,3,2,2023-05-31,0.19,1,0,2,
379868,Increible Vista Sagrada Familia+Balcón Privado,1906952,Khris,Eixample,la Sagrada Família,41.405494689941406,2.1712350845336914,Private room,67,3,375,2024-01-01,2.61,2,33,39,Exempt
255195,Lightly apartment with balcony to Las Ramblas,1310304,Luis,Ciutat Vella,el Raval,41.3817,2.17195,Entire home/apt,41,32,25,2023-09-03,0.17,45,258,1,
383894,Barcelona Center Music Palace,1751133,The Punset Family,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38853,2.17604,Entire home/apt,119,90,44,2015-11-22,0.32,2,364,0,
256354,room in cosy flat....,1348378,Lidia,Gràcia,Vallcarca i els Penitents,41.413368225097656,2.1388769149780273,Private room,28,31,71,2024-02-29,0.49,2,76,4,
384063,nap2 HAPPY & QUIET 3 BEDROOM & 2 BATHROOMS FLAT!!,1447144,Acomodis Apartments,Eixample,la Dreta de l'Eixample,41.39639,2.17641,Entire home/apt,237,1,8,2019-08-18,0.06,169,365,0,HUTB-02-2012-0109
384155,Barcelona Center Beach Top Design,1751133,The Punset Family,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38416,2.18257,Entire home/apt,124,32,73,2023-12-02,0.51,2,364,2,
384464,Paseo de Gracia / Plaza Catalunya,674212,Juanmi,Eixample,la Dreta de l'Eixample,41.38992,2.16974,Entire home/apt,532,3,227,2024-02-03,1.57,5,305,63,HUTB-011183
256677,Barcelona Center!The Gothic Area,1350468,Petrutz,Ciutat Vella,el Barri Gòtic,41.3801,2.17693,Private room,74,3,225,2024-03-17,1.56,1,227,34,
385049,MIRADOR 3 Bedroom Apartment Port Vell,3775349,Caterina,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38203,2.18362,Entire home/apt,,2,271,2024-03-03,1.86,48,153,15,HUTB-000828
256982,Centric spacious nostalgic Room,1352184,Jasmin,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38333,2.18095,Private room,50,31,128,2022-10-18,0.89,1,365,0,
393717,Cosy apartment near Las Ramblas,1968590,Manel,Ciutat Vella,el Raval,41.3795,2.16568,Entire home/apt,133,3,423,2024-03-10,2.95,1,197,57,HUTB-002975
267816,Luxury Motor Yacht in Barcelona Port Forum,1404293,Sergio,Ciutat Vella,el Barri Gòtic,41.37781,2.18445,Entire home/apt,1000,2,35,2023-10-25,0.24,1,355,3,Exempt
268017,Sweet Inn | Charming 3BR near Casa Mila,1405013,Midtown,Eixample,la Dreta de l'Eixample,41.39268,2.17214,Entire home/apt,179,2,62,2024-03-01,0.43,12,252,31,HUTB-004071
399772,Rocafort nice & bright 3 stops away Pza Cataluña,1995385,Ana,Eixample,la Nova Esquerra de l'Eixample,41.38268,2.15044,Entire home/apt,125,2,137,2024-03-10,0.94,3,54,46,HUTB-001948
268022,Sweet Inn | Luminous 3BR near Plaza Catalunya,1405013,Midtown,Eixample,la Dreta de l'Eixample,41.39184,2.17146,Entire home/apt,231,2,114,2024-03-05,1.30,12,0,44,HUTB-004072
402369,ob41 Great 2 bedr flat close to Las Ramblas center,1447144,Acomodis Apartments,Ciutat Vella,el Barri Gòtic,41.38035,2.17821,Entire home/apt,140,2,11,2015-08-17,0.08,169,363,0,
269467,Sunny and quiet Loft next to Sagrada Familia,1411775,Jeremies,Eixample,la Sagrada Família,41.40181,2.1761,Entire home/apt,127,7,83,2024-02-22,1.10,2,303,15,HUTB-001129
408599,A charming 3 bedroom apartment with balcony,2034854,Roger,Sants-Montjuïc,el Poble Sec,41.37374,2.15852,Entire home/apt,147,1,549,2024-03-15,3.78,1,278,73,HUTB-006818
270197,*monthly stays* 4 Bedroom Apartment near Rambla,1414702,Ferran,Ciutat Vella,el Raval,41.37936,2.17376,Entire home/apt,74,32,2,2016-08-13,0.02,26,0,0,N/A SOLO ESTANCIAS MENSUALES
417239,Sunny apparment with terrace in Gracia,2074943,Kris,Gràcia,la Vila de Gràcia,41.40413,2.15692,Entire home/apt,92,31,108,2024-03-05,0.82,1,0,7,Exempt
272282,"CHARMING, VERY SPACIOUS & BEST LOCATED",1425070,Mar,Eixample,l'Antiga Esquerra de l'Eixample,41.38347,2.15802,Entire home/apt,,4,412,2024-03-01,2.89,1,0,43,HUTB003208
273229,Confortable and very well located,1429552,Marta,Eixample,Sant Antoni,41.3778,2.1582,Entire home/apt,104,7,166,2023-10-07,1.15,1,58,14,HUTB-004121
424137,Spacious apartment by Las Ramblas,2108468,Pau,Ciutat Vella,el Barri Gòtic,41.37973,2.17458,Entire home/apt,291,1,180,2024-02-28,1.51,8,157,60,HUTB-000945
273932,Oriental Design apartment,1432835,Angel,Eixample,l'Antiga Esquerra de l'Eixample,41.3895,2.15769,Entire home/apt,213,3,280,2024-02-29,1.90,40,248,45,HUTB-004184
274221,mr1 Gothic Happy Guests & Hammock City Center,1447144,Acomodis Apartments,Ciutat Vella,el Barri Gòtic,41.37938,2.18111,Entire home/apt,211,1,13,2015-05-16,0.09,169,365,0,
424294,pdf3 TRENDY 1 BEDR. FLAT IN EL BORN,1447144,Acomodis Apartments,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.3884,2.17936,Entire home/apt,,2,3,2012-09-28,0.02,169,362,0,
425639,House with garden,2116153,Victor/Paula,Sarrià-Sant Gervasi,el Putxet i el Farró,41.40864,2.14557,Entire home/apt,,2,94,2023-08-02,0.79,1,229,15,HUTB-007016
275336,Noname - Charming 3BR+Terrace just off Gran Via,1435464,Jaume,Eixample,la Nova Esquerra de l'Eixample,41.38306672940918,2.1551754500947617,Entire home/apt,145,1,136,2024-02-25,0.96,15,245,20,HUTB-012040
275346,Sunny terrace penthouse by Camp Nou Free Nespresso,1435464,Jaume,Sarrià-Sant Gervasi,Sarrià,41.39175721131073,2.125056260360505,Entire home/apt,309,1,77,2023-08-27,0.54,15,317,9,HUTB-012910
275350,"Parsifal-Front Row Seat on La Rambla, Blend of Character and Modernity",1435464,Jaume,Ciutat Vella,el Raval,41.38099,2.17213,Entire home/apt,121,1,54,2023-11-03,0.44,15,194,2,
432482,PENTHOUSE with private terrace PANORAMIC VIEW,898600,Andre,Eixample,la Dreta de l'Eixample,41.39144,2.16128,Entire home/apt,219,1,402,2024-03-16,2.81,2,184,59,HUTB-005602
276324,COMFORTABLE IN GRACE APARTMENT,1443815,Francisca,Gràcia,la Vila de Gràcia,41.40292,2.16069,Entire home/apt,144,7,93,2024-01-06,0.64,1,38,20,HUTB-780374
276527,Nice rustic apartament - Parc Güell  PARKING FREE,1444707,Jesus,Gràcia,el Coll,41.42042,2.148,Entire home/apt,124,3,577,2024-03-16,3.91,2,0,73,HUTB - 004405
437886,Centric Apartment in Barcelona 2,2004002,Xabier,Eixample,la Dreta de l'Eixample,41.39202,2.17246,Private room,37,31,282,2024-02-25,1.96,2,91,7,
283231,FANTASTIC20m2TerraceVIEW-@800m BEACH/BORN/GOTIC,1475411,Francesco,Sant Martí,el Parc i la Llacuna del Poblenou,41.39086,2.18803,Entire home/apt,137,7,313,2024-03-17,2.12,1,193,22,HUTB-005731
438102,Nice quiet room close to S. Familia,2176121,Rosa María,Eixample,el Fort Pienc,41.39829,2.1812,Private room,45,31,116,2019-11-30,0.81,2,262,0,
288034,pb5 NICE BARCELONA QUIET & WITH TERRACE NICE FLAT,1447144,Acomodis Apartments,Eixample,la Nova Esquerra de l'Eixample,41.38839,2.15019,Entire home/apt,140,30,19,2019-10-31,0.13,169,365,0,
439057,"Paseo de Gracia - Diagonal, 120 m2",2181314,Javier,Gràcia,la Vila de Gràcia,41.40002,2.1579,Entire home/apt,142,2,358,2024-03-05,2.50,1,140,41,HUTB012497
290535,"vig1 Happy great location in El Born, old town!",1447144,Acomodis Apartments,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38493,2.1809,Entire home/apt,260,31,7,2023-07-27,0.05,169,334,2,
291160,ica BEACH AREA - GREAT LOCATION - VILA OLÍMPICA!!!,1447144,Acomodis Apartments,Sant Martí,la Vila Olímpica del Poblenou,41.39383,2.19813,Entire home/apt,380,31,8,2013-10-26,0.05,169,365,0,
443110,Mercedes Heritage - 2 Bedroom Apartment,2201772,Mercedes Heritage,Eixample,l'Antiga Esquerra de l'Eixample,41.3879153,2.1522402,Entire home/apt,270,1,48,2022-11-25,0.33,7,252,0,0168028-0
443222,2-bedroom Bright and Classic Sagrada Familia Flat,2202284,Johanna,Eixample,la Sagrada Família,41.40998,2.17553,Entire home/apt,168,4,186,2024-03-18,1.31,20,167,33,HUTB-002983
295200,Amazing penthouse with private terrace,612665,Oscar,Gràcia,la Vila de Gràcia,41.40697,2.16106,Entire home/apt,182,3,250,2024-03-02,1.69,5,110,31,HUTB-012627
443909,"Barcelona Gotico, great  location, office space",2204578,Francesca,Ciutat Vella,el Barri Gòtic,41.37733,2.17651,Private room,35,31,360,2024-03-02,2.57,1,84,22,
315769,Sagrada Familia vintage apartment,1994100,Marcello,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40466,2.17147,Entire home/apt,122,3,52,2024-03-09,0.35,3,189,18,HUTB-011450
449854,Center location. Magic terrace. 360º views,1267680,Victor,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38734,2.18018,Entire home/apt,126,4,221,2024-03-10,1.54,5,0,29,HUTB-002370
449999,Centre. Attic. Big terrace. Lift. Views. Quiet Sun,1267680,Victor,Eixample,la Dreta de l'Eixample,41.38946,2.17593,Entire home/apt,172,4,91,2024-03-04,0.64,5,283,9,HUTB-004205
451758,Loft luminoso y elegante. Centrico.,1267680,Victor,Ciutat Vella,el Raval,41.38139,2.16692,Entire home/apt,122,4,206,2024-03-15,1.44,5,0,39,HUTB-003091
320506,The Loft Barcelona,1642180,The Loft,Sants-Montjuïc,el Poble Sec,41.37195,2.16936,Entire home/apt,120,4,71,2024-02-25,0.48,1,129,11,hutb-004655
456333,DOUBLE ROOM with WIFI,2268672,Bruna,Eixample,el Fort Pienc,41.39937,2.17599,Private room,,1,41,2017-11-01,0.29,1,0,0,
462062,Centro Histórico a 15 min. caminando,16569867,Lola,Eixample,la Nova Esquerra de l'Eixample,41.37850578093848,2.1517925726746037,Private room,,1,153,2023-10-26,1.31,2,0,17,
323854,Casa Sagrada Familia Bcn Doubleroom,1657312,Alberto,Eixample,la Sagrada Família,41.40843,2.17494,Private room,,1,21,2014-07-29,0.14,1,0,0,
468912,lovely double bedroom with small PRIVATE bathroom,1923383,Kenneth,Gràcia,la Vila de Gràcia,41.39605,2.1563,Private room,44,2,129,2023-01-14,1.56,1,201,0,
469157,Big Central Flat 2Xen-Suites special offer 50% OFF,340570,Audun,Ciutat Vella,el Barri Gòtic,41.38046,2.17822,Entire home/apt,155,31,35,2024-01-15,0.24,2,316,6,
330723,SUNNY ROOM WITH BALCONY,1687383,Morpheus Stays X JuanMi,Ciutat Vella,el Raval,41.37571,2.17118,Private room,21,31,53,2024-01-12,0.37,2,293,1,
469177,Cozy Spacius apartment in Paralel for 8,1432835,Angel,Sants-Montjuïc,el Poble Sec,41.37501,2.16009,Entire home/apt,259,3,296,2024-03-04,2.09,40,236,37,Hutb-002619
330745,Hi-Tech BEACHFRONT Apt w/ sea view!,768692,Robert,Sant Martí,la Vila Olímpica del Poblenou,41.38777,2.19601,Entire home/apt,220,31,17,2015-06-22,0.12,1,332,0,
469710,Loft bohemio muy  cerca de PASEO  DE GRACIA,1995385,Ana,Eixample,la Dreta de l'Eixample,41.396084,2.168906,Entire home/apt,104,2,149,2023-12-10,1.03,3,45,27,HUTB-000381
330766,Urquinaona tranquilo y céntrico,1687524,Virginia,Eixample,la Dreta de l'Eixample,41.39076,2.17503,Entire home/apt,,3,254,2024-03-18,1.75,2,12,45,HUTB-003905
472062,close to Paseo de Gracia.,2337603,Rosa,Gràcia,la Vila de Gràcia,41.39822,2.16081,Entire home/apt,197,7,85,2024-01-05,0.85,4,114,27,HUTB-213958
330957,Central 3 bedroom beautiful APT,893805,Phil And Fiona,Eixample,la Dreta de l'Eixample,41.39782414629114,2.170576755958843,Entire home/apt,189,2,598,2024-03-14,4.08,13,291,74,HUTB-010749
473395,Walking distance to Paseo de Gracia,2337603,Rosa,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39871,2.15292,Entire home/apt,228,3,74,2024-03-01,0.67,4,30,11,HUTB-368708
335861,Modern Flat,1221038,Mar,Sant Martí,el Poblenou,41.40349,2.20414,Entire home/apt,157,1,111,2024-01-06,0.78,4,300,16,HUTB-007075
473459,GALA - Between Gracia and Sant Gervasi,2337603,Rosa,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39851,2.15304,Entire home/apt,234,4,74,2024-03-11,0.76,4,112,28,HUTB-025983
337755,SEALONA VILA OLIMPICA BEACH,1716315,Marc,Sant Martí,la Vila Olímpica del Poblenou,41.39253234863281,2.19325590133667,Entire home/apt,177,1,60,2024-03-03,0.50,12,103,21,HUTB-002887
477256,Lightful apartment in Poblenou,2365702,David,Sant Martí,el Parc i la Llacuna del Poblenou,41.40248,2.19668,Private room,65,1,286,2024-03-02,1.99,2,338,29,
343861,1BD FLAT WITH WIFI & AC IN GRACIA,1744516,Silvia & Luís,Eixample,la Dreta de l'Eixample,41.39993,2.16536,Entire home/apt,128,3,36,2024-02-03,0.34,34,285,5,HUTB-007447
343864,3 BD APT IN THE HEART OF GRACIA VIRREINA,1744516,Silvia & Luís,Gràcia,la Vila de Gràcia,41.40735,2.15885,Entire home/apt,146,3,36,2023-12-29,0.30,34,247,14,HUTB-009898
480975,Cozy loft with a big terrace!,2272146,Javi,Sants-Montjuïc,el Poble Sec,41.37227,2.16574,Private room,,1,0,,,1,0,0,
343866,COSY 3BD  APARTMENT + 2 BATH IN GRACIA VIRREINA,1744516,Silvia & Luís,Gràcia,la Vila de Gràcia,41.40399,2.15565,Entire home/apt,163,3,98,2024-01-22,0.74,34,235,30,HUTB-008572
481739,The Gaudi Suites II,2320210,"Ale, Maria & Arthur",Eixample,la Dreta de l'Eixample,41.39776,2.16499,Entire home/apt,182,1,92,2024-03-01,1.01,50,275,30,HUTB-001080
343972,Magic Fountain B&B WI-FI DOBLE ROOM,1744964,Patricia,Sants-Montjuïc,la Font de la Guatlla,41.37184,2.14799,Private room,,2,7,2015-07-06,0.05,1,0,0,
482801,DOUBLE ROOM BARCELONA SANTS STATION,2143907,Daniel,Sants-Montjuïc,Sants,41.37349,2.13213,Private room,35,31,31,2024-01-03,0.22,3,78,3,
345129,Charming apartment by  Barcelona sailing harbour,1238225,Lucia,Ciutat Vella,el Barri Gòtic,41.38512,2.17129,Private room,70,31,32,2013-10-15,0.22,1,87,0,
485222,PRIVATE DOUBLE ROOM BARCELONA SANTS,2143907,Daniel,Sants-Montjuïc,Sants - Badal,41.37811,2.12804,Private room,21,31,29,2024-03-03,0.20,3,75,2,
